Utility,Contaminant,Utility Measuremnt,EWG HEALTH GUIDELINE,Legal Limit
Plainfield Water Supply,Monochloroacetic acid,2.87 ppb,53 ppb,
Plainfield Water Supply,Trichloroacetic acid,0.168 ppb,0.1 ppb,
Plainfield Water Supply,None,,,
Redgranite Waterworks,Arsenic,2.10 ppb,0.004 ppb,10 ppb
Redgranite Waterworks,Bromodichloromethane,0.801 ppb,0.06 ppb,
Redgranite Waterworks,Chloroform,1.00 ppb,0.4 ppb,
Redgranite Waterworks,Dibromochloromethane,0.457 ppb,0.1 ppb,
Redgranite Waterworks,Haloacetic acids (HAA5)†,2.27 ppb,0.1 ppb,60 ppb
Redgranite Waterworks,"Radium, combined (-226 &amp; -228)",1.01 pCi/L,0.05 pCi/L,5 pCi/L
Redgranite Waterworks,Total trihalomethanes (TTHMs)†,2.64 ppb,0.15 ppb,80 ppb
Redgranite Waterworks,Trichloroacetic acid,0.419 ppb,0.1 ppb,
Redgranite Waterworks,Barium,23.2 ppb,700 ppb,"2,000 ppb"
Redgranite Waterworks,Dibromoacetic acid,0.0492 ppb,0.04 ppb,
Redgranite Waterworks,Dichloroacetic acid,0.0467 ppb,0.2 ppb,
Redgranite Waterworks,Fluoride,0.300 ppm,,4 ppm
Redgranite Waterworks,Manganese,21.8 ppb,100 ppb,
Redgranite Waterworks,Monochloroacetic acid,1.76 ppb,53 ppb,
Redgranite Waterworks,Nitrate,0.00217 ppm,0.14 ppm,10 ppm
Redgranite Waterworks,Selenium,0.150 ppb,30 ppb,50 ppb
Redgranite Waterworks,Thallium,0.1000 ppb,0.1 ppb,2 ppb
Redgranite Waterworks,Uranium,0.38 pCi/L,0.43 pCi/L,20 pCi/L
Redgranite Waterworks,None,,,
Rosemore Village,Cadmium,0.500 ppb,0.04 ppb,5 ppb
Rosemore Village,Nitrate,2.80 ppm,0.14 ppm,10 ppm
Rosemore Village,"Radium, combined (-226 &amp; -228)",1.86 pCi/L,0.05 pCi/L,5 pCi/L
Rosemore Village,Fluoride,0.130 ppm,,4 ppm
Rosemore Village,None,,,
Wautoma Water Department,Arsenic,0.220 ppb,0.004 ppb,10 ppb
Wautoma Water Department,Bromodichloromethane,1.27 ppb,0.06 ppb,
Wautoma Water Department,Chloroform,2.43 ppb,0.4 ppb,
Wautoma Water Department,Dibromoacetic acid,0.309 ppb,0.04 ppb,
Wautoma Water Department,Dibromochloromethane,0.750 ppb,0.1 ppb,
Wautoma Water Department,Dichloroacetic acid,1.40 ppb,0.2 ppb,
Wautoma Water Department,Haloacetic acids (HAA5)†,2.18 ppb,0.1 ppb,60 ppb
Wautoma Water Department,Nitrate,3.44 ppm,0.14 ppm,10 ppm
Wautoma Water Department,Nitrate and nitrite,3.73 ppm,0.14 ppm,10 ppm
Wautoma Water Department,"Radium, combined (-226 &amp; -228)",0.93 pCi/L,0.05 pCi/L,5 pCi/L
Wautoma Water Department,Total trihalomethanes (TTHMs)†,4.88 ppb,0.15 ppb,80 ppb
Wautoma Water Department,Trichloroacetic acid,0.351 ppb,0.1 ppb,
Wautoma Water Department,Antimony,0.0525 ppb,1 ppb,6 ppb
Wautoma Water Department,Barium,19.5 ppb,700 ppb,"2,000 ppb"
Wautoma Water Department,Bromoform,0.0300 ppb,0.5 ppb,
Wautoma Water Department,Chromium (total),1.15 ppb,,100 ppb
Wautoma Water Department,Ethylbenzene,0.0420 ppb,300 ppb,700 ppb
Wautoma Water Department,Fluoride,0.912 ppm,,4 ppm
Wautoma Water Department,Manganese,1.10 ppb,100 ppb,
Wautoma Water Department,Monobromoacetic acid,0.118 ppb,25 ppb,
Wautoma Water Department,Xylenes (total),0.300 ppb,"1,800 ppb","10,000 ppb"
Wautoma Water Department,None,,,
Westby Waterworks,Bromodichloromethane,0.508 ppb,0.06 ppb,
Westby Waterworks,Dibromoacetic acid,0.170 ppb,0.04 ppb,
Westby Waterworks,Haloacetic acids (HAA5)†,4.03 ppb,0.1 ppb,60 ppb
Westby Waterworks,Nitrate,0.534 ppm,0.14 ppm,10 ppm
Westby Waterworks,Nitrate and nitrite,0.583 ppm,0.14 ppm,10 ppm
Westby Waterworks,"Radium, combined (-226 &amp; -228)",2.63 pCi/L,0.05 pCi/L,5 pCi/L
Westby Waterworks,Total trihalomethanes (TTHMs)†,1.27 ppb,0.15 ppb,80 ppb
Westby Waterworks,Trichloroacetic acid,0.573 ppb,0.1 ppb,
Westby Waterworks,Barium,14.5 ppb,700 ppb,"2,000 ppb"
Westby Waterworks,Chloroform,0.566 ppb,0.4 ppb,
Westby Waterworks,Chromium (total),0.475 ppb,,100 ppb
Westby Waterworks,Dibromochloromethane,0.199 ppb,0.1 ppb,
Westby Waterworks,Dichloroacetic acid,0.0600 ppb,0.2 ppb,
Westby Waterworks,Fluoride,0.103 ppm,,4 ppm
Westby Waterworks,Manganese,2.08 ppb,100 ppb,
Westby Waterworks,Monochloroacetic acid,3.23 ppb,53 ppb,
Westby Waterworks,Selenium,0.275 ppb,30 ppb,50 ppb
Westby Waterworks,Silver,16.0 ppb,,
Westby Waterworks,Uranium,0.21 pCi/L,0.43 pCi/L,20 pCi/L
Westby Waterworks,None,,,
Amani Village Sanitary District,Nitrate,1.85 ppm,0.14 ppm,10 ppm
Amani Village Sanitary District,Nitrate and nitrite,1.65 ppm,0.14 ppm,10 ppm
Amani Village Sanitary District,"Radium, combined (-226 &amp; -228)",0.75 pCi/L,0.05 pCi/L,5 pCi/L
Amani Village Sanitary District,Barium,1.05 ppb,700 ppb,"2,000 ppb"
Amani Village Sanitary District,Chromium (total),1.30 ppb,,100 ppb
Amani Village Sanitary District,Fluoride,0.0850 ppm,,4 ppm
Amani Village Sanitary District,Manganese,9.40 ppb,100 ppb,
Amani Village Sanitary District,Selenium,1.40 ppb,30 ppb,50 ppb
Amani Village Sanitary District,Trichloroethylene,0.1000 ppb,0.4 ppb,5 ppb
Amani Village Sanitary District,None,,,
Amery Waterworks,Arsenic,0.750 ppb,0.004 ppb,10 ppb
Amery Waterworks,Bromodichloromethane,0.736 ppb,0.06 ppb,
Amery Waterworks,Chloroform,1.99 ppb,0.4 ppb,
Amery Waterworks,Dibromoacetic acid,0.144 ppb,0.04 ppb,
Amery Waterworks,Dibromochloromethane,0.502 ppb,0.1 ppb,
Amery Waterworks,Dichloroacetic acid,0.932 ppb,0.2 ppb,
Amery Waterworks,Haloacetic acids (HAA5)†,1.41 ppb,0.1 ppb,60 ppb
Amery Waterworks,Nitrate,0.491 ppm,0.14 ppm,10 ppm
Amery Waterworks,Nitrate and nitrite,0.378 ppm,0.14 ppm,10 ppm
Amery Waterworks,"Radium, combined (-226 &amp; -228)",2.22 pCi/L,0.05 pCi/L,5 pCi/L
Amery Waterworks,Total trihalomethanes (TTHMs)†,4.02 ppb,0.15 ppb,80 ppb
Amery Waterworks,Trichloroacetic acid,0.276 ppb,0.1 ppb,
Amery Waterworks,"1,2,4-Trimethylbenzene",0.760 ppb,,
Amery Waterworks,Barium,21.8 ppb,700 ppb,"2,000 ppb"
Amery Waterworks,Di(2-ethylhexyl) phthalate,1.30 ppb,3 ppb,6 ppb
Amery Waterworks,Ethylbenzene,0.116 ppb,300 ppb,700 ppb
Amery Waterworks,Fluoride,0.724 ppm,,4 ppm
Amery Waterworks,Manganese,76.5 ppb,100 ppb,
Amery Waterworks,Monobromoacetic acid,0.0560 ppb,25 ppb,
Amery Waterworks,p-Dichlorobenzene,0.200 ppb,6 ppb,75 ppb
Amery Waterworks,Xylenes (total),0.620 ppb,"1,800 ppb","10,000 ppb"
Amery Waterworks,None,,,
Balsam Lake Waterworks,Arsenic,0.703 ppb,0.004 ppb,10 ppb
Balsam Lake Waterworks,Manganese,351.7 ppb,100 ppb,
Balsam Lake Waterworks,Nitrate,0.825 ppm,0.14 ppm,10 ppm
Balsam Lake Waterworks,Nitrate and nitrite,0.840 ppm,0.14 ppm,10 ppm
Balsam Lake Waterworks,"Radium, combined (-226 &amp; -228)",1.23 pCi/L,0.05 pCi/L,5 pCi/L
Balsam Lake Waterworks,Barium,48.7 ppb,700 ppb,"2,000 ppb"
Balsam Lake Waterworks,Chromium (total),0.198 ppb,,100 ppb
Balsam Lake Waterworks,Fluoride,0.0948 ppm,,4 ppm
Balsam Lake Waterworks,None,,,
Centuria Waterworks,Arsenic,0.820 ppb,0.004 ppb,10 ppb
Centuria Waterworks,Bromodichloromethane,0.500 ppb,0.06 ppb,
Centuria Waterworks,Dibromoacetic acid,0.272 ppb,0.04 ppb,
Centuria Waterworks,Dibromochloromethane,0.501 ppb,0.1 ppb,
Centuria Waterworks,Haloacetic acids (HAA5)†,0.598 ppb,0.1 ppb,60 ppb
Centuria Waterworks,Nitrate,0.445 ppm,0.14 ppm,10 ppm
Centuria Waterworks,Nitrate and nitrite,0.313 ppm,0.14 ppm,10 ppm
Centuria Waterworks,"Radium, combined (-226 &amp; -228)",1.79 pCi/L,0.05 pCi/L,5 pCi/L
Centuria Waterworks,Total trihalomethanes (TTHMs)†,1.89 ppb,0.15 ppb,80 ppb
Centuria Waterworks,Barium,25.8 ppb,700 ppb,"2,000 ppb"
Centuria Waterworks,Bromoform,0.297 ppb,0.5 ppb,
Centuria Waterworks,Chloroform,0.496 ppb,0.4 ppb,
Centuria Waterworks,Dichloroacetic acid,0.203 ppb,0.2 ppb,
Centuria Waterworks,Fluoride,0.110 ppm,,4 ppm
Centuria Waterworks,Manganese,113.4 ppb,100 ppb,
Centuria Waterworks,Monobromoacetic acid,0.0550 ppb,25 ppb,
Centuria Waterworks,Trichloroacetic acid,0.0683 ppb,0.1 ppb,
Centuria Waterworks,None,,,
Clayton Waterworks,Arsenic,2.28 ppb,0.004 ppb,10 ppb
Clayton Waterworks,Bromodichloromethane,0.954 ppb,0.06 ppb,
Clayton Waterworks,Chloroform,3.91 ppb,0.4 ppb,
Clayton Waterworks,Dichloroacetic acid,0.600 ppb,0.2 ppb,
Clayton Waterworks,Haloacetic acids (HAA5)†,1.44 ppb,0.1 ppb,60 ppb
Clayton Waterworks,Manganese,795.0 ppb,100 ppb,
Clayton Waterworks,Nitrate,2.30 ppm,0.14 ppm,10 ppm
Clayton Waterworks,Nitrate and nitrite,2.13 ppm,0.14 ppm,10 ppm
Clayton Waterworks,"Radium, combined (-226 &amp; -228)",1.08 pCi/L,0.05 pCi/L,5 pCi/L
Clayton Waterworks,Total trihalomethanes (TTHMs)†,3.96 ppb,0.15 ppb,80 ppb
Clayton Waterworks,Trichloroacetic acid,0.827 ppb,0.1 ppb,
Clayton Waterworks,Barium,150.0 ppb,700 ppb,"2,000 ppb"
Clayton Waterworks,Carbon tetrachloride,0.0750 ppb,0.1 ppb,5 ppb
Clayton Waterworks,Chromium (total),0.610 ppb,,100 ppb
Clayton Waterworks,Dibromoacetic acid,0.00950 ppb,0.04 ppb,
Clayton Waterworks,Dibromochloromethane,0.124 ppb,0.1 ppb,
Clayton Waterworks,Fluoride,0.120 ppm,,4 ppm
Clayton Waterworks,Thallium,0.0575 ppb,0.1 ppb,2 ppb
Clayton Waterworks,None,,,
Clear Lake Water Department,Bromodichloromethane,3.97 ppb,0.06 ppb,
Clear Lake Water Department,Chloroform,16.4 ppb,0.4 ppb,
Clear Lake Water Department,Dibromochloromethane,1.22 ppb,0.1 ppb,
Clear Lake Water Department,Dichloroacetic acid,4.33 ppb,0.2 ppb,
Clear Lake Water Department,Haloacetic acids (HAA5)†,5.83 ppb,0.1 ppb,60 ppb
Clear Lake Water Department,"Radium, combined (-226 &amp; -228)",1.50 pCi/L,0.05 pCi/L,5 pCi/L
Clear Lake Water Department,Total trihalomethanes (TTHMs)†,21.5 ppb,0.15 ppb,80 ppb
Clear Lake Water Department,Trichloroacetic acid,3.00 ppb,0.1 ppb,
Clear Lake Water Department,Xylenes (total),0.750 ppb,"1,800 ppb","10,000 ppb"
Clear Lake Water Department,None,,,
Dresser Waterworks,Nitrate,1.88 ppm,0.14 ppm,10 ppm
Dresser Waterworks,Nitrate and nitrite,1.89 ppm,0.14 ppm,10 ppm
Dresser Waterworks,"Radium, combined (-226 &amp; -228)",0.12 pCi/L,0.05 pCi/L,5 pCi/L
Dresser Waterworks,Barium,12.5 ppb,700 ppb,"2,000 ppb"
Dresser Waterworks,Chromium (total),1.21 ppb,,100 ppb
Dresser Waterworks,Fluoride,0.0626 ppm,,4 ppm
Dresser Waterworks,Thallium,0.0750 ppb,0.1 ppb,2 ppb
Dresser Waterworks,None,,,
Luck Waterworks,Arsenic,1.24 ppb,0.004 ppb,10 ppb
Luck Waterworks,Bromodichloromethane,7.17 ppb,0.06 ppb,
Luck Waterworks,Chloroform,10.3 ppb,0.4 ppb,
Luck Waterworks,Dibromoacetic acid,0.340 ppb,0.04 ppb,
Luck Waterworks,Dibromochloromethane,3.37 ppb,0.1 ppb,
Luck Waterworks,Dichloroacetic acid,1.22 ppb,0.2 ppb,
Luck Waterworks,Haloacetic acids (HAA5)†,3.42 ppb,0.1 ppb,60 ppb
Luck Waterworks,Nitrate,0.726 ppm,0.14 ppm,10 ppm
Luck Waterworks,Nitrate and nitrite,0.658 ppm,0.14 ppm,10 ppm
Luck Waterworks,"Radium, combined (-226 &amp; -228)",1.43 pCi/L,0.05 pCi/L,5 pCi/L
Luck Waterworks,Total trihalomethanes (TTHMs)†,20.9 ppb,0.15 ppb,80 ppb
Luck Waterworks,Trichloroacetic acid,1.87 ppb,0.1 ppb,
Luck Waterworks,Barium,34.8 ppb,700 ppb,"2,000 ppb"
Luck Waterworks,Bromoform,0.0700 ppb,0.5 ppb,
Luck Waterworks,Chromium (total),2.28 ppb,,100 ppb
Luck Waterworks,Fluoride,0.603 ppm,,4 ppm
Luck Waterworks,Manganese,200.0 ppb,100 ppb,
Luck Waterworks,MTBE,0.630 ppb,13 ppb,
Luck Waterworks,None,,,
Osceola Waterworks,Bromodichloromethane,0.596 ppb,0.06 ppb,
Osceola Waterworks,Chloroform,1.73 ppb,0.4 ppb,
Osceola Waterworks,Dichloroacetic acid,1.27 ppb,0.2 ppb,
Osceola Waterworks,Haloacetic acids (HAA5)†,2.67 ppb,0.1 ppb,60 ppb
Osceola Waterworks,"Radium, combined (-226 &amp; -228)",0.65 pCi/L,0.05 pCi/L,5 pCi/L
Osceola Waterworks,Total trihalomethanes (TTHMs)†,2.57 ppb,0.15 ppb,80 ppb
Osceola Waterworks,Trichloroacetic acid,0.900 ppb,0.1 ppb,
Osceola Waterworks,Butyl benzyl phthalate,0.968 ppb,,
Osceola Waterworks,Dibromochloromethane,0.0846 ppb,0.1 ppb,
Osceola Waterworks,Fluoride,0.817 ppm,,4 ppm
Osceola Waterworks,Manganese,1.10 ppb,100 ppb,
Osceola Waterworks,Nitrate and nitrite,0.0317 ppm,0.14 ppm,10 ppm
Osceola Waterworks,None,,,
St Croix Falls Waterworks,Arsenic,0.431 ppb,0.004 ppb,10 ppb
St Croix Falls Waterworks,Bromodichloromethane,3.30 ppb,0.06 ppb,
St Croix Falls Waterworks,Chloroform,5.20 ppb,0.4 ppb,
St Croix Falls Waterworks,Dibromoacetic acid,0.430 ppb,0.04 ppb,
St Croix Falls Waterworks,Dibromochloromethane,2.20 ppb,0.1 ppb,
St Croix Falls Waterworks,Dichloroacetic acid,0.672 ppb,0.2 ppb,
St Croix Falls Waterworks,Haloacetic acids (HAA5)†,1.61 ppb,0.1 ppb,60 ppb
St Croix Falls Waterworks,Nitrate,2.29 ppm,0.14 ppm,10 ppm
St Croix Falls Waterworks,Nitrate and nitrite,2.22 ppm,0.14 ppm,10 ppm
St Croix Falls Waterworks,"Radium, combined (-226 &amp; -228)",0.98 pCi/L,0.05 pCi/L,5 pCi/L
St Croix Falls Waterworks,Total trihalomethanes (TTHMs)†,11.5 ppb,0.15 ppb,80 ppb
St Croix Falls Waterworks,Trichloroacetic acid,0.443 ppb,0.1 ppb,
St Croix Falls Waterworks,"1,3,5-Trimethylbenzene",0.200 ppb,,
St Croix Falls Waterworks,Aluminum,3.60 ppb,600 ppb,
St Croix Falls Waterworks,Barium,8.99 ppb,700 ppb,"2,000 ppb"
St Croix Falls Waterworks,Bromoform,0.777 ppb,0.5 ppb,
St Croix Falls Waterworks,Chromium (total),1.18 ppb,,100 ppb
St Croix Falls Waterworks,Ethylbenzene,0.0388 ppb,300 ppb,700 ppb
St Croix Falls Waterworks,Fluoride,0.660 ppm,,4 ppm
St Croix Falls Waterworks,Manganese,7.66 ppb,100 ppb,
St Croix Falls Waterworks,Monobromoacetic acid,0.0600 ppb,25 ppb,
St Croix Falls Waterworks,Xylenes (total),0.292 ppb,"1,800 ppb","10,000 ppb"
St Croix Falls Waterworks,None,,,
Baldwin Waterworks,Nitrate,2.30 ppm,0.14 ppm,10 ppm
Baldwin Waterworks,Nitrate and nitrite,1.73 ppm,0.14 ppm,10 ppm
Baldwin Waterworks,"Radium, combined (-226 &amp; -228)",0.73 pCi/L,0.05 pCi/L,5 pCi/L
Baldwin Waterworks,Barium,3.78 ppb,700 ppb,"2,000 ppb"
Baldwin Waterworks,Fluoride,0.107 ppm,,4 ppm
Baldwin Waterworks,None,,,
Country Cove Court Llc,Nitrate,8.70 ppm,0.14 ppm,10 ppm
Country Cove Court Llc,Nitrate and nitrite,7.50 ppm,0.14 ppm,10 ppm
Country Cove Court Llc,"Radium, combined (-226 &amp; -228)",1.22 pCi/L,0.05 pCi/L,5 pCi/L
Country Cove Court Llc,Antimony,1.25 ppb,1 ppb,6 ppb
Country Cove Court Llc,Atrazine,0.0280 ppb,0.1 ppb,3 ppb
Country Cove Court Llc,Barium,16.0 ppb,700 ppb,"2,000 ppb"
Country Cove Court Llc,Chromium (total),1.10 ppb,,100 ppb
Country Cove Court Llc,Fluoride,0.1000 ppm,,4 ppm
Country Cove Court Llc,Manganese,1.50 ppb,100 ppb,
Country Cove Court Llc,None,,,
Fire Fox Court,Dichloroacetic acid,0.540 ppb,0.2 ppb,
Fire Fox Court,Haloacetic acids (HAA5)†,1.98 ppb,0.1 ppb,60 ppb
Fire Fox Court,"Radium, combined (-226 &amp; -228)",0.94 pCi/L,0.05 pCi/L,5 pCi/L
Fire Fox Court,Trichloroacetic acid,1.44 ppb,0.1 ppb,
Fire Fox Court,Barium,104.9 ppb,700 ppb,"2,000 ppb"
Fire Fox Court,Chromium (total),0.750 ppb,,100 ppb
Fire Fox Court,Fluoride,0.150 ppm,,4 ppm
Fire Fox Court,None,,,
Glenwood City Waterworks,Arsenic,2.67 ppb,0.004 ppb,10 ppb
Glenwood City Waterworks,Bromodichloromethane,0.563 ppb,0.06 ppb,
Glenwood City Waterworks,Chloroform,0.804 ppb,0.4 ppb,
Glenwood City Waterworks,Dibromoacetic acid,0.120 ppb,0.04 ppb,
Glenwood City Waterworks,Dibromochloromethane,0.518 ppb,0.1 ppb,
Glenwood City Waterworks,Haloacetic acids (HAA5)†,9.66 ppb,0.1 ppb,60 ppb
Glenwood City Waterworks,"Radium, combined (-226 &amp; -228)",2.46 pCi/L,0.05 pCi/L,5 pCi/L
Glenwood City Waterworks,Radon,315.00 pCi/L,1.5 pCi/L,
Glenwood City Waterworks,Total trihalomethanes (TTHMs)†,2.20 ppb,0.15 ppb,80 ppb
Glenwood City Waterworks,Trichloroacetic acid,0.350 ppb,0.1 ppb,
Glenwood City Waterworks,Uranium,0.87 pCi/L,0.43 pCi/L,20 pCi/L
Glenwood City Waterworks,Barium,6.60 ppb,700 ppb,"2,000 ppb"
Glenwood City Waterworks,Dichloroacetic acid,0.121 ppb,0.2 ppb,
Glenwood City Waterworks,Fluoride,0.786 ppm,,4 ppm
Glenwood City Waterworks,Manganese,46.7 ppb,100 ppb,
Glenwood City Waterworks,Monochloroacetic acid,9.07 ppb,53 ppb,
Glenwood City Waterworks,Nitrate,0.122 ppm,0.14 ppm,10 ppm
Glenwood City Waterworks,Nitrate and nitrite,0.142 ppm,0.14 ppm,10 ppm
Glenwood City Waterworks,Selenium,0.567 ppb,30 ppb,50 ppb
Glenwood City Waterworks,Thallium,0.0333 ppb,0.1 ppb,2 ppb
Glenwood City Waterworks,None,,,
Hudson Waterworks,Arsenic,0.0500 ppb,0.004 ppb,10 ppb
Hudson Waterworks,Bromodichloromethane,0.835 ppb,0.06 ppb,
Hudson Waterworks,Chromium (hexavalent),0.0920 ppb,0.02 ppb,
Hudson Waterworks,Dibromoacetic acid,0.880 ppb,0.04 ppb,
Hudson Waterworks,Dibromochloromethane,1.20 ppb,0.1 ppb,
Hudson Waterworks,Dichloroacetic acid,0.436 ppb,0.2 ppb,
Hudson Waterworks,Haloacetic acids (HAA5)†,1.55 ppb,0.1 ppb,60 ppb
Hudson Waterworks,Haloacetic acids (HAA9)†,2.61 ppb,0.06 ppb,
Hudson Waterworks,Nitrate,0.784 ppm,0.14 ppm,10 ppm
Hudson Waterworks,Nitrate and nitrite,0.534 ppm,0.14 ppm,10 ppm
Hudson Waterworks,"Radium, combined (-226 &amp; -228)",2.20 pCi/L,0.05 pCi/L,5 pCi/L
Hudson Waterworks,Total trihalomethanes (TTHMs)†,3.99 ppb,0.15 ppb,80 ppb
Hudson Waterworks,Uranium,4.22 pCi/L,0.43 pCi/L,20 pCi/L
Hudson Waterworks,"1,1,1-Trichloroethane",0.0174 ppb,,200 ppb
Hudson Waterworks,"1,2,4-Trimethylbenzene",0.338 ppb,,
Hudson Waterworks,"1,3,5-Trimethylbenzene",0.270 ppb,,
Hudson Waterworks,Aluminum,0.857 ppb,600 ppb,
Hudson Waterworks,Antimony,0.0200 ppb,1 ppb,6 ppb
Hudson Waterworks,Barium,14.1 ppb,700 ppb,"2,000 ppb"
Hudson Waterworks,Bromoform,0.803 ppb,0.5 ppb,
Hudson Waterworks,Chloroform,0.473 ppb,0.4 ppb,
Hudson Waterworks,Chloromethane,0.0259 ppb,2.69 ppb,
Hudson Waterworks,Chromium (total),0.0525 ppb,,100 ppb
Hudson Waterworks,Ethylbenzene,0.0785 ppb,300 ppb,700 ppb
Hudson Waterworks,Fluoride,0.727 ppm,,4 ppm
Hudson Waterworks,Manganese,5.13 ppb,100 ppb,
Hudson Waterworks,Molybdenum,0.172 ppb,40 ppb,
Hudson Waterworks,Monobromoacetic acid,0.152 ppb,25 ppb,
Hudson Waterworks,Monochloroacetic acid,0.00649 ppb,53 ppb,
Hudson Waterworks,Selenium,0.246 ppb,30 ppb,50 ppb
Hudson Waterworks,Strontium,0.127 ppb,"1,500 ppb",
Hudson Waterworks,Thallium,0.0300 ppb,0.1 ppb,2 ppb
Hudson Waterworks,Trichloroacetic acid,0.0794 ppb,0.1 ppb,
Hudson Waterworks,Vanadium,0.0515 ppb,21 ppb,
Hudson Waterworks,Xylenes (total),0.537 ppb,"1,800 ppb","10,000 ppb"
Hudson Waterworks,None,,,
Huntington Mobile Home Park,Arsenic,1.50 ppb,0.004 ppb,10 ppb
Huntington Mobile Home Park,Cadmium,0.500 ppb,0.04 ppb,5 ppb
Huntington Mobile Home Park,Manganese,399.0 ppb,100 ppb,
Huntington Mobile Home Park,"Radium, combined (-226 &amp; -228)",1.37 pCi/L,0.05 pCi/L,5 pCi/L
Huntington Mobile Home Park,Barium,47.5 ppb,700 ppb,"2,000 ppb"
Huntington Mobile Home Park,Fluoride,0.0900 ppm,,4 ppm
Huntington Mobile Home Park,Nitrate,0.00167 ppm,0.14 ppm,10 ppm
Huntington Mobile Home Park,Nitrate and nitrite,0.000500 ppm,0.14 ppm,10 ppm
Huntington Mobile Home Park,Selenium,0.350 ppb,30 ppb,50 ppb
Huntington Mobile Home Park,None,,,
New Richmond Estates,Nitrate,7.50 ppm,0.14 ppm,10 ppm
New Richmond Estates,Nitrate and nitrite,9.43 ppm,0.14 ppm,10 ppm
New Richmond Estates,"Radium, combined (-226 &amp; -228)",1.07 pCi/L,0.05 pCi/L,5 pCi/L
New Richmond Estates,Barium,12.3 ppb,700 ppb,"2,000 ppb"
New Richmond Estates,Fluoride,0.0800 ppm,,4 ppm
New Richmond Estates,Manganese,0.262 ppb,100 ppb,
New Richmond Estates,Mercury (inorganic),0.300 ppb,1.2 ppb,2 ppb
New Richmond Estates,Selenium,0.600 ppb,30 ppb,50 ppb
New Richmond Estates,Silver,18.4 ppb,,
New Richmond Estates,None,,,
Roberts Waterworks,Nitrate,6.81 ppm,0.14 ppm,10 ppm
Roberts Waterworks,Nitrate and nitrite,6.39 ppm,0.14 ppm,10 ppm
Roberts Waterworks,"Radium, combined (-226 &amp; -228)",2.09 pCi/L,0.05 pCi/L,5 pCi/L
Roberts Waterworks,Barium,5.20 ppb,700 ppb,"2,000 ppb"
Roberts Waterworks,Fluoride,0.0800 ppm,,4 ppm
Roberts Waterworks,Manganese,0.141 ppb,100 ppb,
Roberts Waterworks,Nitrite,0.00150 ppm,,1 ppm
Roberts Waterworks,Selenium,2.00 ppb,30 ppb,50 ppb
Roberts Waterworks,Uranium,0.34 pCi/L,0.43 pCi/L,20 pCi/L
Roberts Waterworks,None,,,
Wall Street Village,Arsenic,0.250 ppb,0.004 ppb,10 ppb
Wall Street Village,Nitrate,6.34 ppm,0.14 ppm,10 ppm
Wall Street Village,Nitrate and nitrite,6.41 ppm,0.14 ppm,10 ppm
Wall Street Village,"Radium, combined (-226 &amp; -228)",0.76 pCi/L,0.05 pCi/L,5 pCi/L
Wall Street Village,Barium,5.63 ppb,700 ppb,"2,000 ppb"
Wall Street Village,Chromium (total),1.05 ppb,,100 ppb
Wall Street Village,Fluoride,0.0850 ppm,,4 ppm
Wall Street Village,Manganese,8.78 ppb,100 ppb,
Wall Street Village,Mercury (inorganic),0.150 ppb,1.2 ppb,2 ppb
Wall Street Village,Selenium,0.350 ppb,30 ppb,50 ppb
Wall Street Village,None,,,
Wilson Waterworks,Bromodichloromethane,0.640 ppb,0.06 ppb,
Wilson Waterworks,Dibromoacetic acid,0.585 ppb,0.04 ppb,
Wilson Waterworks,Dibromochloromethane,0.840 ppb,0.1 ppb,
Wilson Waterworks,Haloacetic acids (HAA5)†,0.925 ppb,0.1 ppb,60 ppb
Wilson Waterworks,Nitrate,2.33 ppm,0.14 ppm,10 ppm
Wilson Waterworks,Nitrate and nitrite,1.85 ppm,0.14 ppm,10 ppm
Wilson Waterworks,"Radium, combined (-226 &amp; -228)",1.05 pCi/L,0.05 pCi/L,5 pCi/L
Wilson Waterworks,Total trihalomethanes (TTHMs)†,2.33 ppb,0.15 ppb,80 ppb
Wilson Waterworks,Atrazine,0.0492 ppb,0.1 ppb,3 ppb
Wilson Waterworks,Barium,19.5 ppb,700 ppb,"2,000 ppb"
Wilson Waterworks,Bromoform,0.455 ppb,0.5 ppb,
Wilson Waterworks,Chloroform,0.395 ppb,0.4 ppb,
Wilson Waterworks,Desethylatrazine,0.0503 ppb,0.1 ppb,
Wilson Waterworks,Dichloroacetic acid,0.175 ppb,0.2 ppb,
Wilson Waterworks,Fluoride,0.0260 ppm,,4 ppm
Wilson Waterworks,Monobromoacetic acid,0.0600 ppb,25 ppb,
Wilson Waterworks,Trichloroacetic acid,0.105 ppb,0.1 ppb,
Wilson Waterworks,None,,,
Bay City Waterworks,Bromodichloromethane,3.30 ppb,0.06 ppb,
Bay City Waterworks,Chloroform,5.24 ppb,0.4 ppb,
Bay City Waterworks,Dibromoacetic acid,0.242 ppb,0.04 ppb,
Bay City Waterworks,Dibromochloromethane,1.94 ppb,0.1 ppb,
Bay City Waterworks,Haloacetic acids (HAA5)†,4.23 ppb,0.1 ppb,60 ppb
Bay City Waterworks,Nitrate,3.35 ppm,0.14 ppm,10 ppm
Bay City Waterworks,Nitrate and nitrite,3.14 ppm,0.14 ppm,10 ppm
Bay City Waterworks,"Radium, combined (-226 &amp; -228)",2.50 pCi/L,0.05 pCi/L,5 pCi/L
Bay City Waterworks,Total trihalomethanes (TTHMs)†,11.2 ppb,0.15 ppb,80 ppb
