Utility,Contaminant,Utility Measuremnt,EWG HEALTH GUIDELINE,Legal Limit
Hiawatha Mh Est Old Office,"Radium, combined (-226 &amp; -228)",1.15 pCi/L,0.05 pCi/L,5 pCi/L
Hiawatha Mh Est Old Office,Barium,9.90 ppb,700 ppb,"2,000 ppb"
Hiawatha Mh Est Old Office,Chromium (total),0.245 ppb,,100 ppb
Hiawatha Mh Est Old Office,Fluoride,0.0925 ppm,,4 ppm
Hiawatha Mh Est Old Office,Manganese,62.0 ppb,100 ppb,
Hiawatha Mh Est Old Office,Nitrate and nitrite,0.116 ppm,0.14 ppm,10 ppm
Hiawatha Mh Est Old Office,None,,,
Ashland Water Utility,Arsenic,0.560 ppb,0.004 ppb,10 ppb
Ashland Water Utility,Bromodichloromethane,5.13 ppb,0.06 ppb,
Ashland Water Utility,Chloroform,49.1 ppb,0.4 ppb,
Ashland Water Utility,Dibromochloromethane,0.312 ppb,0.1 ppb,
Ashland Water Utility,Dichloroacetic acid,16.7 ppb,0.2 ppb,
Ashland Water Utility,Haloacetic acids (HAA5)†,43.6 ppb,0.1 ppb,60 ppb
Ashland Water Utility,Nitrate and nitrite,0.362 ppm,0.14 ppm,10 ppm
Ashland Water Utility,"Radium, combined (-226 &amp; -228)",0.80 pCi/L,0.05 pCi/L,5 pCi/L
Ashland Water Utility,Total trihalomethanes (TTHMs)†,60.0 ppb,0.15 ppb,80 ppb
Ashland Water Utility,Trichloroacetic acid,26.8 ppb,0.1 ppb,
Ashland Water Utility,Aluminum,3.92 ppb,600 ppb,
Ashland Water Utility,Barium,12.0 ppb,700 ppb,"2,000 ppb"
Ashland Water Utility,Chromium (total),0.0750 ppb,,100 ppb
Ashland Water Utility,Cyanide,38.0 ppb,,200 ppb
Ashland Water Utility,Dibromoacetic acid,0.00396 ppb,0.04 ppb,
Ashland Water Utility,Ethylbenzene,0.0200 ppb,300 ppb,700 ppb
Ashland Water Utility,Fluoride,0.638 ppm,,4 ppm
Ashland Water Utility,Manganese,1.04 ppb,100 ppb,
Ashland Water Utility,Monobromoacetic acid,0.00604 ppb,25 ppb,
Ashland Water Utility,Monochloroacetic acid,0.0813 ppb,53 ppb,
Ashland Water Utility,p-Dichlorobenzene,0.0186 ppb,6 ppb,75 ppb
Ashland Water Utility,Xylenes (total),0.383 ppb,"1,800 ppb","10,000 ppb"
Ashland Water Utility,None,,,
Hurley Waterworks,Bromodichloromethane,11.8 ppb,0.06 ppb,
Hurley Waterworks,Bromoform,12.4 ppb,0.5 ppb,
Hurley Waterworks,Chloroform,24.5 ppb,0.4 ppb,
Hurley Waterworks,Dibromoacetic acid,2.34 ppb,0.04 ppb,
Hurley Waterworks,Dibromochloromethane,19.2 ppb,0.1 ppb,
Hurley Waterworks,Dichloroacetic acid,4.48 ppb,0.2 ppb,
Hurley Waterworks,Haloacetic acids (HAA5)†,16.0 ppb,0.1 ppb,60 ppb
Hurley Waterworks,Total trihalomethanes (TTHMs)†,67.9 ppb,0.15 ppb,80 ppb
Hurley Waterworks,Trichloroacetic acid,8.53 ppb,0.1 ppb,
Hurley Waterworks,Dibromomethane,0.468 ppb,,
Hurley Waterworks,Ethylbenzene,0.350 ppb,300 ppb,700 ppb
Hurley Waterworks,Manganese,41.9 ppb,100 ppb,
Hurley Waterworks,Monobromoacetic acid,0.372 ppb,25 ppb,
Hurley Waterworks,Monochloroacetic acid,0.231 ppb,53 ppb,
Hurley Waterworks,Xylenes (total),1.80 ppb,"1,800 ppb","10,000 ppb"
Mellen Water Utility,Bromodichloromethane,1.19 ppb,0.06 ppb,
Mellen Water Utility,Chloroform,1.25 ppb,0.4 ppb,
Mellen Water Utility,Dibromoacetic acid,0.332 ppb,0.04 ppb,
Mellen Water Utility,Dibromochloromethane,0.689 ppb,0.1 ppb,
Mellen Water Utility,Dichloroacetic acid,1.67 ppb,0.2 ppb,
Mellen Water Utility,Haloacetic acids (HAA5)†,2.71 ppb,0.1 ppb,60 ppb
Mellen Water Utility,Nitrate,0.627 ppm,0.14 ppm,10 ppm
Mellen Water Utility,Nitrate and nitrite,0.630 ppm,0.14 ppm,10 ppm
Mellen Water Utility,"Radium, combined (-226 &amp; -228)",0.18 pCi/L,0.05 pCi/L,5 pCi/L
Mellen Water Utility,Total trihalomethanes (TTHMs)†,5.23 ppb,0.15 ppb,80 ppb
Mellen Water Utility,Trichloroacetic acid,0.662 ppb,0.1 ppb,
Mellen Water Utility,Barium,40.4 ppb,700 ppb,"2,000 ppb"
Mellen Water Utility,Chromium (total),0.300 ppb,,100 ppb
Mellen Water Utility,Fluoride,0.698 ppm,,4 ppm
Mellen Water Utility,Monobromoacetic acid,0.0433 ppb,25 ppb,
Mellen Water Utility,None,,,
Montreal Waterworks,Arsenic,0.370 ppb,0.004 ppb,10 ppb
Montreal Waterworks,Bromodichloromethane,1.52 ppb,0.06 ppb,
Montreal Waterworks,Chloroform,42.5 ppb,0.4 ppb,
Montreal Waterworks,Dichloroacetic acid,10.8 ppb,0.2 ppb,
Montreal Waterworks,Haloacetic acids (HAA5)†,27.2 ppb,0.1 ppb,60 ppb
Montreal Waterworks,Manganese,550.0 ppb,100 ppb,
Montreal Waterworks,"Radium, combined (-226 &amp; -228)",1.97 pCi/L,0.05 pCi/L,5 pCi/L
Montreal Waterworks,Total trihalomethanes (TTHMs)†,46.4 ppb,0.15 ppb,80 ppb
Montreal Waterworks,Trichloroacetic acid,16.0 ppb,0.1 ppb,
Montreal Waterworks,Barium,26.0 ppb,700 ppb,"2,000 ppb"
Montreal Waterworks,Benzo[a]pyrene,0.0110 ppb,0.007 ppb,0.2 ppb
Montreal Waterworks,Dichloromethane (methylene chloride),0.200 ppb,4 ppb,5 ppb
Montreal Waterworks,Fluoride,0.0550 ppm,,4 ppm
Montreal Waterworks,Monobromoacetic acid,0.00444 ppb,25 ppb,
Montreal Waterworks,Monochloroacetic acid,0.322 ppb,53 ppb,
Montreal Waterworks,Nitrate,0.0473 ppm,0.14 ppm,10 ppm
Montreal Waterworks,Nitrate and nitrite,0.0800 ppm,0.14 ppm,10 ppm
Montreal Waterworks,None,,,
Pence Waterworks,Arsenic*,0.370 ppb,0.004 ppb,10 ppb
Pence Waterworks,Bromodichloromethane,1.90 ppb,0.06 ppb,
Pence Waterworks,Chloroform,54.8 ppb,0.4 ppb,
Pence Waterworks,Dichloroacetic acid,3.14 ppb,0.2 ppb,
Pence Waterworks,Haloacetic acids (HAA5)†,12.1 ppb,0.1 ppb,60 ppb
Pence Waterworks,Manganese*,550.0 ppb,100 ppb,
Pence Waterworks,"Radium, combined (-226 &amp; -228)*",1.97 pCi/L,0.05 pCi/L,5 pCi/L
Pence Waterworks,Total trihalomethanes (TTHMs)†,56.7 ppb,0.15 ppb,80 ppb
Pence Waterworks,Trichloroacetic acid,8.85 ppb,0.1 ppb,
Pence Waterworks,Barium*,26.0 ppb,700 ppb,"2,000 ppb"
Pence Waterworks,Benzo[a]pyrene*,0.0110 ppb,0.007 ppb,0.2 ppb
Pence Waterworks,Dichloromethane (methylene chloride)*,0.200 ppb,4 ppb,5 ppb
Pence Waterworks,Fluoride*,0.0550 ppm,,4 ppm
Pence Waterworks,Monobromoacetic acid*,0.00444 ppb,25 ppb,
Pence Waterworks,Monochloroacetic acid,0.0737 ppb,53 ppb,
Pence Waterworks,Nitrate*,0.0473 ppm,0.14 ppm,10 ppm
Pence Waterworks,Nitrate and nitrite*,0.0800 ppm,0.14 ppm,10 ppm
Pence Waterworks,None,,,
Exeland Waterworks,Nitrate,1.28 ppm,0.14 ppm,10 ppm
Exeland Waterworks,Nitrate and nitrite,1.45 ppm,0.14 ppm,10 ppm
Exeland Waterworks,"Radium, combined (-226 &amp; -228)",1.15 pCi/L,0.05 pCi/L,5 pCi/L
Exeland Waterworks,Aluminum,36.0 ppb,600 ppb,
Exeland Waterworks,Barium,7.00 ppb,700 ppb,"2,000 ppb"
Exeland Waterworks,Manganese,1.000 ppb,100 ppb,
Exeland Waterworks,None,,,
Flambeau Correctional Center,"Radium, combined (-226 &amp; -228)",1.11 pCi/L,0.05 pCi/L,5 pCi/L
Flambeau Correctional Center,Barium,53.5 ppb,700 ppb,"2,000 ppb"
Flambeau Correctional Center,Fluoride,0.200 ppm,,4 ppm
Flambeau Correctional Center,Manganese,92.0 ppb,100 ppb,
Flambeau Correctional Center,Nitrate,0.0181 ppm,0.14 ppm,10 ppm
Flambeau Correctional Center,Toluene,0.0510 ppb,150 ppb,"1,000 ppb"
Flambeau Correctional Center,None,,,
Hayward Area Mem Hospital,Arsenic,1.39 ppb,0.004 ppb,10 ppb
Hayward Area Mem Hospital,Bromodichloromethane,2.64 ppb,0.06 ppb,
Hayward Area Mem Hospital,Chloroform,3.83 ppb,0.4 ppb,
Hayward Area Mem Hospital,Dibromoacetic acid,0.170 ppb,0.04 ppb,
Hayward Area Mem Hospital,Dibromochloromethane,1.27 ppb,0.1 ppb,
Hayward Area Mem Hospital,Dichloroacetic acid,0.600 ppb,0.2 ppb,
Hayward Area Mem Hospital,Haloacetic acids (HAA5)†,4.92 ppb,0.1 ppb,60 ppb
Hayward Area Mem Hospital,"Radium, combined (-226 &amp; -228)",1.66 pCi/L,0.05 pCi/L,5 pCi/L
Hayward Area Mem Hospital,Total trihalomethanes (TTHMs)†,5.07 ppb,0.15 ppb,80 ppb
Hayward Area Mem Hospital,Trichloroacetic acid,0.470 ppb,0.1 ppb,
Hayward Area Mem Hospital,Uranium,1.23 pCi/L,0.43 pCi/L,20 pCi/L
Hayward Area Mem Hospital,Barium,54.5 ppb,700 ppb,"2,000 ppb"
Hayward Area Mem Hospital,Bromoform,0.123 ppb,0.5 ppb,
Hayward Area Mem Hospital,Fluoride,0.144 ppm,,4 ppm
Hayward Area Mem Hospital,Manganese,53.0 ppb,100 ppb,
Hayward Area Mem Hospital,Monochloroacetic acid,3.68 ppb,53 ppb,
Hayward Area Mem Hospital,Nitrate,0.00788 ppm,0.14 ppm,10 ppm
Hayward Area Mem Hospital,None,,,
Hayward Water Utility,Arsenic,0.535 ppb,0.004 ppb,10 ppb
Hayward Water Utility,Bromodichloromethane,1.94 ppb,0.06 ppb,
Hayward Water Utility,Chloroform,3.73 ppb,0.4 ppb,
Hayward Water Utility,Dibromoacetic acid,0.362 ppb,0.04 ppb,
Hayward Water Utility,Dibromochloromethane,0.967 ppb,0.1 ppb,
Hayward Water Utility,Dichloroacetic acid,1.40 ppb,0.2 ppb,
Hayward Water Utility,Haloacetic acids (HAA5)†,2.91 ppb,0.1 ppb,60 ppb
Hayward Water Utility,Nitrate,0.387 ppm,0.14 ppm,10 ppm
Hayward Water Utility,Nitrate and nitrite,0.343 ppm,0.14 ppm,10 ppm
Hayward Water Utility,"Radium, combined (-226 &amp; -228)",2.39 pCi/L,0.05 pCi/L,5 pCi/L
Hayward Water Utility,Total trihalomethanes (TTHMs)†,8.00 ppb,0.15 ppb,80 ppb
Hayward Water Utility,Trichloroacetic acid,1.10 ppb,0.1 ppb,
Hayward Water Utility,Barium,48.8 ppb,700 ppb,"2,000 ppb"
Hayward Water Utility,Bromoform,0.203 ppb,0.5 ppb,
Hayward Water Utility,Chromium (total),0.362 ppb,,100 ppb
Hayward Water Utility,Fluoride,0.653 ppm,,4 ppm
Hayward Water Utility,Manganese,73.7 ppb,100 ppb,
Hayward Water Utility,Monobromoacetic acid,0.0533 ppb,25 ppb,
Hayward Water Utility,Toluene,0.0767 ppb,150 ppb,"1,000 ppb"
Hayward Water Utility,None,,,
Luedtkes Mobile Home Park,Arsenic,0.900 ppb,0.004 ppb,10 ppb
Luedtkes Mobile Home Park,"Radium, combined (-226 &amp; -228)",1.50 pCi/L,0.05 pCi/L,5 pCi/L
Luedtkes Mobile Home Park,Barium,38.5 ppb,700 ppb,"2,000 ppb"
Luedtkes Mobile Home Park,Chromium (total),0.800 ppb,,100 ppb
Luedtkes Mobile Home Park,Fluoride,0.110 ppm,,4 ppm
Luedtkes Mobile Home Park,Manganese,24.0 ppb,100 ppb,
Luedtkes Mobile Home Park,Nitrate,0.0945 ppm,0.14 ppm,10 ppm
Luedtkes Mobile Home Park,Nitrate and nitrite,0.140 ppm,0.14 ppm,10 ppm
Luedtkes Mobile Home Park,None,,,
Radisson Waterworks,"Radium, combined (-226 &amp; -228)",0.38 pCi/L,0.05 pCi/L,5 pCi/L
Radisson Waterworks,Radon,336.00 pCi/L,1.5 pCi/L,
Radisson Waterworks,Barium,28.5 ppb,700 ppb,"2,000 ppb"
Radisson Waterworks,Cyanide,3.00 ppb,,200 ppb
Radisson Waterworks,Fluoride,0.125 ppm,,4 ppm
Radisson Waterworks,Manganese,21.0 ppb,100 ppb,
Radisson Waterworks,Nitrate,0.196 ppm,0.14 ppm,10 ppm
Radisson Waterworks,Nitrate and nitrite,0.0870 ppm,0.14 ppm,10 ppm
Radisson Waterworks,Uranium,0.08 pCi/L,0.43 pCi/L,20 pCi/L
Radisson Waterworks,None,,,
S & J Wild River Mobile Home Park,"Radium, combined (-226 &amp; -228)",1.10 pCi/L,0.05 pCi/L,5 pCi/L
S & J Wild River Mobile Home Park,Barium,15.0 ppb,700 ppb,"2,000 ppb"
S & J Wild River Mobile Home Park,Manganese,56.0 ppb,100 ppb,
S & J Wild River Mobile Home Park,Nitrate,0.0562 ppm,0.14 ppm,10 ppm
S & J Wild River Mobile Home Park,None,,,
Winter Waterworks,Arsenic,0.375 ppb,0.004 ppb,10 ppb
Winter Waterworks,Bromodichloromethane,0.269 ppb,0.06 ppb,
Winter Waterworks,Dibromoacetic acid,0.250 ppb,0.04 ppb,
Winter Waterworks,Dibromochloromethane,0.353 ppb,0.1 ppb,
Winter Waterworks,Haloacetic acids (HAA5)†,1.43 ppb,0.1 ppb,60 ppb
Winter Waterworks,Nitrate,1.23 ppm,0.14 ppm,10 ppm
Winter Waterworks,Nitrate and nitrite,1.00 ppm,0.14 ppm,10 ppm
Winter Waterworks,"Radium, combined (-226 &amp; -228)",0.48 pCi/L,0.05 pCi/L,5 pCi/L
Winter Waterworks,Total trihalomethanes (TTHMs)†,1.01 ppb,0.15 ppb,80 ppb
Winter Waterworks,Barium,11.6 ppb,700 ppb,"2,000 ppb"
Winter Waterworks,Bromoform,0.162 ppb,0.5 ppb,
Winter Waterworks,Chloroform,0.224 ppb,0.4 ppb,
Winter Waterworks,Fluoride,0.0475 ppm,,4 ppm
Winter Waterworks,Manganese,52.4 ppb,100 ppb,
Winter Waterworks,Mercury (inorganic),0.1000 ppb,1.2 ppb,2 ppb
Winter Waterworks,Monochloroacetic acid,1.06 ppb,53 ppb,
Winter Waterworks,Selenium,0.0750 ppb,30 ppb,50 ppb
Winter Waterworks,Thallium,0.0250 ppb,0.1 ppb,2 ppb
Winter Waterworks,Trichloroacetic acid,0.118 ppb,0.1 ppb,
Winter Waterworks,Uranium,0.21 pCi/L,0.43 pCi/L,20 pCi/L
Winter Waterworks,None,,,
Hawkins Waterworks,Arsenic,0.650 ppb,0.004 ppb,10 ppb
Hawkins Waterworks,Bromodichloromethane,0.606 ppb,0.06 ppb,
Hawkins Waterworks,Chloroform,2.27 ppb,0.4 ppb,
Hawkins Waterworks,Dibromochloromethane,0.305 ppb,0.1 ppb,
Hawkins Waterworks,"Radium, combined (-226 &amp; -228)",1.43 pCi/L,0.05 pCi/L,5 pCi/L
Hawkins Waterworks,Total trihalomethanes (TTHMs)†,4.33 ppb,0.15 ppb,80 ppb
Hawkins Waterworks,Barium,32.0 ppb,700 ppb,"2,000 ppb"
Hawkins Waterworks,Fluoride,0.230 ppm,,4 ppm
Hawkins Waterworks,Manganese,159.0 ppb,100 ppb,
Hawkins Waterworks,Nitrate,0.0374 ppm,0.14 ppm,10 ppm
Hawkins Waterworks,Nitrate and nitrite,0.0420 ppm,0.14 ppm,10 ppm
Hawkins Waterworks,Nitrite,0.00250 ppm,,1 ppm
Hawkins Waterworks,None,,,
Ladysmith Waterworks,Arsenic,0.560 ppb,0.004 ppb,10 ppb
Ladysmith Waterworks,Bromodichloromethane,5.40 ppb,0.06 ppb,
Ladysmith Waterworks,Chloroform,5.20 ppb,0.4 ppb,
Ladysmith Waterworks,Dibromochloromethane,3.80 ppb,0.1 ppb,
Ladysmith Waterworks,Nitrate,0.779 ppm,0.14 ppm,10 ppm
Ladysmith Waterworks,Nitrate and nitrite,0.630 ppm,0.14 ppm,10 ppm
Ladysmith Waterworks,"Radium, combined (-226 &amp; -228)",1.29 pCi/L,0.05 pCi/L,5 pCi/L
Ladysmith Waterworks,"1,2-Dichloroethane",0.0132 ppb,0.4 ppb,5 ppb
Ladysmith Waterworks,Barium,33.4 ppb,700 ppb,"2,000 ppb"
Ladysmith Waterworks,Bromoform,0.370 ppb,0.5 ppb,
Ladysmith Waterworks,Chromium (total),0.172 ppb,,100 ppb
Ladysmith Waterworks,"cis-1,2-Dichloroethylene",0.0768 ppb,,70 ppb
Ladysmith Waterworks,Fluoride,0.721 ppm,,4 ppm
Ladysmith Waterworks,Manganese,13.5 ppb,100 ppb,
Ladysmith Waterworks,Trichloroethylene,0.01000 ppb,0.4 ppb,5 ppb
Ladysmith Waterworks,None,,,
Sheldon Water Utility,Manganese,210.0 ppb,100 ppb,
Sheldon Water Utility,Nitrate,4.58 ppm,0.14 ppm,10 ppm
Sheldon Water Utility,Nitrate and nitrite,3.63 ppm,0.14 ppm,10 ppm
Sheldon Water Utility,"Radium, combined (-226 &amp; -228)",1.85 pCi/L,0.05 pCi/L,5 pCi/L
Sheldon Water Utility,Barium,17.8 ppb,700 ppb,"2,000 ppb"
Sheldon Water Utility,Chromium (total),0.250 ppb,,100 ppb
Sheldon Water Utility,Di(2-ethylhexyl) phthalate,0.790 ppb,3 ppb,6 ppb
Sheldon Water Utility,Fluoride,0.158 ppm,,4 ppm
Sheldon Water Utility,Nitrite,0.0300 ppm,,1 ppm
Sheldon Water Utility,None,,,
Tony Waterworks,Arsenic,0.435 ppb,0.004 ppb,10 ppb
Tony Waterworks,Nitrate,0.675 ppm,0.14 ppm,10 ppm
Tony Waterworks,Nitrate and nitrite,0.775 ppm,0.14 ppm,10 ppm
Tony Waterworks,"Radium, combined (-226 &amp; -228)",1.45 pCi/L,0.05 pCi/L,5 pCi/L
Tony Waterworks,Barium,30.5 ppb,700 ppb,"2,000 ppb"
Tony Waterworks,Fluoride,0.1000 ppm,,4 ppm
Tony Waterworks,Manganese,51.0 ppb,100 ppb,
Tony Waterworks,Nitrite,0.0275 ppm,,1 ppm
Tony Waterworks,None,,,
Bessemer,Bromodichloromethane,1.70 ppb,0.06 ppb,
Bessemer,Bromoform,1.10 ppb,0.5 ppb,
Bessemer,Chloroform,1.000 ppb,0.4 ppb,
Bessemer,Dibromochloromethane,2.10 ppb,0.1 ppb,
Bessemer,Haloacetic acids (HAA5)†,0.760 ppb,0.1 ppb,60 ppb
Bessemer,Total trihalomethanes (TTHMs)†,3.36 ppb,0.15 ppb,80 ppb
Bessemer,Barium,110.0 ppb,700 ppb,"2,000 ppb"
Bessemer,Fluoride,0.110 ppm,,4 ppm
Bessemer,"Radium, combined (-226 &amp; -228)",0.06 pCi/L,0.05 pCi/L,5 pCi/L
Bessemer,None,,,
Bessemer Township,Bromochloroacetic acid*,2.00 ppb,0.02 ppb,
Bessemer Township,Bromodichloromethane,2.69 ppb,0.06 ppb,
Bessemer Township,Bromoform,4.38 ppb,0.5 ppb,
Bessemer Township,Dibromoacetic acid,1.90 ppb,0.04 ppb,
Bessemer Township,Dibromochloromethane,5.32 ppb,0.1 ppb,
Bessemer Township,Haloacetic acids (HAA5)†,1.88 ppb,0.1 ppb,60 ppb
Bessemer Township,Total trihalomethanes (TTHMs)†,12.9 ppb,0.15 ppb,80 ppb
Bessemer Township,Chloroform,0.770 ppb,0.4 ppb,
Bessemer Township,None,,,
Gogebic Range Water Authority,Bromochloroacetic acid,2.00 ppb,0.02 ppb,
Gogebic Range Water Authority,Bromodichloromethane,3.90 ppb,0.06 ppb,
Gogebic Range Water Authority,Bromoform,5.00 ppb,0.5 ppb,
Gogebic Range Water Authority,Chloroform,1.40 ppb,0.4 ppb,
Gogebic Range Water Authority,Dibromoacetic acid,3.00 ppb,0.04 ppb,
Gogebic Range Water Authority,Dibromochloromethane,7.50 ppb,0.1 ppb,
Gogebic Range Water Authority,Haloacetic acids (HAA5)†,1.67 ppb,0.1 ppb,60 ppb
Gogebic Range Water Authority,Total trihalomethanes (TTHMs)†,20.4 ppb,0.15 ppb,80 ppb
Gogebic Range Water Authority,Fluoride*,0.110 ppm,,4 ppm
Gogebic Range Water Authority,None,,,
Nigton Wakefield Water Supply Corporation,Arsenic,0.180 ppb,0.004 ppb,10 ppb
Nigton Wakefield Water Supply Corporation,Bromochloroacetic acid,6.90 ppb,0.02 ppb,
Nigton Wakefield Water Supply Corporation,Bromodichloromethane,22.1 ppb,0.06 ppb,
Nigton Wakefield Water Supply Corporation,Bromoform,1.33 ppb,0.5 ppb,
Nigton Wakefield Water Supply Corporation,Chloroform,42.0 ppb,0.4 ppb,
Nigton Wakefield Water Supply Corporation,Dibromoacetic acid,2.07 ppb,0.04 ppb,
Nigton Wakefield Water Supply Corporation,Dibromochloromethane,10.5 ppb,0.1 ppb,
Nigton Wakefield Water Supply Corporation,Dichloroacetic acid,18.0 ppb,0.2 ppb,
Nigton Wakefield Water Supply Corporation,Haloacetic acids (HAA5)†,42.6 ppb,0.1 ppb,60 ppb
Nigton Wakefield Water Supply Corporation,"Radium, combined (-226 &amp; -228)",0.75 pCi/L,0.05 pCi/L,5 pCi/L
Nigton Wakefield Water Supply Corporation,Total trihalomethanes (TTHMs)†,71.2 ppb,0.15 ppb,80 ppb
Nigton Wakefield Water Supply Corporation,Trichloroacetic acid,23.1 ppb,0.1 ppb,
Nigton Wakefield Water Supply Corporation,Acetone,1.19 ppb,,
Nigton Wakefield Water Supply Corporation,Aluminum,15.8 ppb,600 ppb,
Nigton Wakefield Water Supply Corporation,Barium,27.8 ppb,700 ppb,"2,000 ppb"
Nigton Wakefield Water Supply Corporation,Chloromethane,0.215 ppb,2.69 ppb,
Nigton Wakefield Water Supply Corporation,Cyanide,9.43 ppb,,200 ppb
Nigton Wakefield Water Supply Corporation,Fluoride,2.06 ppm,,4 ppm
Nigton Wakefield Water Supply Corporation,Manganese,4.28 ppb,100 ppb,
Nigton Wakefield Water Supply Corporation,Methyl ethyl ketone,0.330 ppb,,
Nigton Wakefield Water Supply Corporation,Monobromoacetic acid,0.832 ppb,25 ppb,
Nigton Wakefield Water Supply Corporation,Monochloroacetic acid,1.38 ppb,53 ppb,
Nigton Wakefield Water Supply Corporation,Nitrate,0.0358 ppm,0.14 ppm,10 ppm
Nigton Wakefield Water Supply Corporation,Nitrate and nitrite,0.0309 ppm,0.14 ppm,10 ppm
Nigton Wakefield Water Supply Corporation,Selenium,1.55 ppb,30 ppb,50 ppb
Nigton Wakefield Water Supply Corporation,None,,,
Watersmeet Township,Nitrate,0.425 ppm,0.14 ppm,10 ppm
Watersmeet Township,"Radium, combined (-226 &amp; -228)",0.75 pCi/L,0.05 pCi/L,5 pCi/L
Watersmeet Township,Fluoride,0.0425 ppm,,4 ppm
Watersmeet Township,Styrene,0.183 ppb,0.5 ppb,100 ppb
Watersmeet Township,None,,,
Bluffview Commons,Arsenic,0.200 ppb,0.004 ppb,10 ppb
Bluffview Commons,Nitrate,0.441 ppm,0.14 ppm,10 ppm
Bluffview Commons,"Radium, combined (-226 &amp; -228)",1.13 pCi/L,0.05 pCi/L,5 pCi/L
Bluffview Commons,Barium,36.2 ppb,700 ppb,"2,000 ppb"
Bluffview Commons,Fluoride,0.120 ppm,,4 ppm
Bluffview Commons,Manganese,72.4 ppb,100 ppb,
Bluffview Commons,Mercury (inorganic),0.1000 ppb,1.2 ppb,2 ppb
Bluffview Commons,Nitrate and nitrite,0.253 ppm,0.14 ppm,10 ppm
Bluffview Commons,Silver,3.36 ppb,,
Bluffview Commons,Uranium,0.62 pCi/L,0.43 pCi/L,20 pCi/L
Bluffview Commons,None,,,
Bostwick Valley Mobile Home Park,Arsenic,0.667 ppb,0.004 ppb,10 ppb
Bostwick Valley Mobile Home Park,"Radium, combined (-226 &amp; -228)",2.59 pCi/L,0.05 pCi/L,5 pCi/L
Bostwick Valley Mobile Home Park,Barium,15.7 ppb,700 ppb,"2,000 ppb"
Bostwick Valley Mobile Home Park,Fluoride,0.0733 ppm,,4 ppm
Bostwick Valley Mobile Home Park,Manganese,47.6 ppb,100 ppb,
Bostwick Valley Mobile Home Park,Mercury (inorganic),0.1000 ppb,1.2 ppb,2 ppb
Bostwick Valley Mobile Home Park,Nitrate,0.00208 ppm,0.14 ppm,10 ppm
Bostwick Valley Mobile Home Park,Nitrate and nitrite,0.00300 ppm,0.14 ppm,10 ppm
Bostwick Valley Mobile Home Park,Nitrite,0.00200 ppm,,1 ppm
Bostwick Valley Mobile Home Park,Selenium,0.1000 ppb,30 ppb,50 ppb
Bostwick Valley Mobile Home Park,Uranium,0.01 pCi/L,0.43 pCi/L,20 pCi/L
Bostwick Valley Mobile Home Park,None,,,
Eleva Waterworks,Dibromoacetic acid,0.0805 ppb,0.04 ppb,
Eleva Waterworks,Haloacetic acids (HAA5)†,0.539 ppb,0.1 ppb,60 ppb
Eleva Waterworks,"Radium, combined (-226 &amp; -228)",1.13 pCi/L,0.05 pCi/L,5 pCi/L
Eleva Waterworks,Total trihalomethanes (TTHMs)†,0.420 ppb,0.15 ppb,80 ppb
Eleva Waterworks,Barium,1.47 ppb,700 ppb,"2,000 ppb"
Eleva Waterworks,Bromodichloromethane,0.112 ppb,0.06 ppb,
Eleva Waterworks,Chloroform,0.308 ppb,0.4 ppb,
Eleva Waterworks,Dichloroacetic acid,0.0733 ppb,0.2 ppb,
Eleva Waterworks,Fluoride,0.828 ppm,,4 ppm
Eleva Waterworks,Manganese,154.0 ppb,100 ppb,
Eleva Waterworks,Monobromoacetic acid,0.180 ppb,25 ppb,
Eleva Waterworks,Monochloroacetic acid,0.140 ppb,53 ppb,
Eleva Waterworks,Nitrate,0.00133 ppm,0.14 ppm,10 ppm
Eleva Waterworks,Nitrate and nitrite,0.00400 ppm,0.14 ppm,10 ppm
Eleva Waterworks,Selenium,0.400 ppb,30 ppb,50 ppb
Eleva Waterworks,Trichloroacetic acid,0.0652 ppb,0.1 ppb,
Eleva Waterworks,None,,,
Ettrick Waterworks,Arsenic,0.175 ppb,0.004 ppb,10 ppb
Ettrick Waterworks,Bromodichloromethane,2.90 ppb,0.06 ppb,
Ettrick Waterworks,Chloroform,6.62 ppb,0.4 ppb,
Ettrick Waterworks,Dibromoacetic acid,0.916 ppb,0.04 ppb,
Ettrick Waterworks,Dibromochloromethane,0.697 ppb,0.1 ppb,
Ettrick Waterworks,Dichloroacetic acid,1.16 ppb,0.2 ppb,
Ettrick Waterworks,Haloacetic acids (HAA5)†,6.09 ppb,0.1 ppb,60 ppb
Ettrick Waterworks,"Radium, combined (-226 &amp; -228)",1.91 pCi/L,0.05 pCi/L,5 pCi/L
Ettrick Waterworks,Total trihalomethanes (TTHMs)†,10.6 ppb,0.15 ppb,80 ppb
Ettrick Waterworks,Trichloroacetic acid,0.774 ppb,0.1 ppb,
Ettrick Waterworks,Barium,5.81 ppb,700 ppb,"2,000 ppb"
Ettrick Waterworks,Bromoform,0.367 ppb,0.5 ppb,
Ettrick Waterworks,Fluoride,0.365 ppm,,4 ppm
Ettrick Waterworks,Manganese,10.7 ppb,100 ppb,
Ettrick Waterworks,Mercury (inorganic),0.0250 ppb,1.2 ppb,2 ppb
Ettrick Waterworks,Monochloroacetic acid,3.25 ppb,53 ppb,
Ettrick Waterworks,Nitrate,0.0404 ppm,0.14 ppm,10 ppm
