Utility,Contaminant,Utility Measuremnt,EWG HEALTH GUIDELINE,Legal Limit
Alfred State College,Bromoform,2.87 ppb,0.5 ppb,
Alfred State College,Dibromoacetic acid,1.45 ppb,0.04 ppb,
Alfred State College,Dibromochloromethane,2.54 ppb,0.1 ppb,
Alfred State College,Haloacetic acids (HAA5)†,1.65 ppb,0.1 ppb,60 ppb
Alfred State College,Nitrate,1.08 ppm,0.14 ppm,10 ppm
Alfred State College,Nitrate and nitrite,1.08 ppm,0.14 ppm,10 ppm
Alfred State College,"Radium, combined (-226 &amp; -228)*",1.44 pCi/L,0.05 pCi/L,5 pCi/L
Alfred State College,Total trihalomethanes (TTHMs)†,8.39 ppb,0.15 ppb,80 ppb
Alfred State College,Barium*,134.4 ppb,700 ppb,"2,000 ppb"
Alfred State College,Chromium (total)*,0.720 ppb,,100 ppb
Alfred State College,Nitrite*,0.00227 ppm,,1 ppm
Alfred State College,Uranium*,0.77 pCi/L,0.43 pCi/L,20 pCi/L
Alfred State College,None,,,
Almond Village Public Water,Haloacetic acids (HAA5)†,8.28 ppb,0.1 ppb,60 ppb
Almond Village Public Water,Nitrate,1.13 ppm,0.14 ppm,10 ppm
Almond Village Public Water,Total trihalomethanes (TTHMs)†,25.0 ppb,0.15 ppb,80 ppb
Almond Village Public Water,Barium,144.5 ppb,700 ppb,"2,000 ppb"
Almond Village Public Water,None,,,
Andover Village District,Bromodichloromethane,1.71 ppb,0.06 ppb,
Andover Village District,Chloroform,46.1 ppb,0.4 ppb,
Andover Village District,Dichloroacetic acid,2.26 ppb,0.2 ppb,
Andover Village District,Haloacetic acids (HAA5)†,7.41 ppb,0.1 ppb,60 ppb
Andover Village District,"Radium, combined (-226 &amp; -228)",1.20 pCi/L,0.05 pCi/L,5 pCi/L
Andover Village District,Total trihalomethanes (TTHMs)†,48.0 ppb,0.15 ppb,80 ppb
Andover Village District,Trichloroacetic acid,5.14 ppb,0.1 ppb,
Andover Village District,Barium,2.28 ppb,700 ppb,"2,000 ppb"
Andover Village District,Diethyl phthalate,1.20 ppb,,
Andover Village District,Manganese,11.1 ppb,100 ppb,
Andover Village District,Nitrate,0.0332 ppm,0.14 ppm,10 ppm
Andover Village District,Nitrate and nitrite,0.0338 ppm,0.14 ppm,10 ppm
Andover Village District,None,,,
Angelica Village Public Water,Bromodichloromethane,3.88 ppb,0.06 ppb,
Angelica Village Public Water,Chloroform,8.28 ppb,0.4 ppb,
Angelica Village Public Water,Dibromochloromethane,1.60 ppb,0.1 ppb,
Angelica Village Public Water,Dichloroacetic acid,5.60 ppb,0.2 ppb,
Angelica Village Public Water,Haloacetic acids (HAA5)†,6.78 ppb,0.1 ppb,60 ppb
Angelica Village Public Water,Nitrate,1.14 ppm,0.14 ppm,10 ppm
Angelica Village Public Water,Nitrate and nitrite,1.60 ppm,0.14 ppm,10 ppm
Angelica Village Public Water,"Radium, combined (-226 &amp; -228)",7.00 pCi/L,0.05 pCi/L,5 pCi/L
Angelica Village Public Water,Total trihalomethanes (TTHMs)†,12.7 ppb,0.15 ppb,80 ppb
Angelica Village Public Water,Trichloroacetic acid,2.60 ppb,0.1 ppb,
Angelica Village Public Water,Barium,55.3 ppb,700 ppb,"2,000 ppb"
Angelica Village Public Water,Chromium (total),0.175 ppb,,100 ppb
Angelica Village Public Water,Di(2-ethylhexyl) phthalate,0.144 ppb,3 ppb,6 ppb
Angelica Village Public Water,None,,,
Bolivar-richburg Water System,"1,2-Dichloroethane",1.02 ppb,0.4 ppb,5 ppb
Bolivar-richburg Water System,Bromodichloromethane,1.85 ppb,0.06 ppb,
Bolivar-richburg Water System,Bromoform,3.73 ppb,0.5 ppb,
Bolivar-richburg Water System,Chloroform,2.71 ppb,0.4 ppb,
Bolivar-richburg Water System,Dibromoacetic acid,2.08 ppb,0.04 ppb,
Bolivar-richburg Water System,Dibromochloromethane,2.90 ppb,0.1 ppb,
Bolivar-richburg Water System,Haloacetic acids (HAA5)†,3.73 ppb,0.1 ppb,60 ppb
Bolivar-richburg Water System,Nitrate,0.300 ppm,0.14 ppm,10 ppm
Bolivar-richburg Water System,Total trihalomethanes (TTHMs)†,21.8 ppb,0.15 ppb,80 ppb
Bolivar-richburg Water System,Trichloroacetic acid,0.563 ppb,0.1 ppb,
Bolivar-richburg Water System,Barium,45.2 ppb,700 ppb,"2,000 ppb"
Bolivar-richburg Water System,Chromium (total),0.400 ppb,,100 ppb
Bolivar-richburg Water System,Cyanide,19.0 ppb,,200 ppb
Bolivar-richburg Water System,Dichloroacetic acid,0.288 ppb,0.2 ppb,
Bolivar-richburg Water System,Dichloromethane (methylene chloride),0.256 ppb,4 ppb,5 ppb
Bolivar-richburg Water System,None,,,
Creekside Homes,Nitrate,0.783 ppm,0.14 ppm,10 ppm
Cuba Village Public Water,Haloacetic acids (HAA5)†,2.15 ppb,0.1 ppb,60 ppb
Cuba Village Public Water,Nitrate,1.00 ppm,0.14 ppm,10 ppm
Cuba Village Public Water,"Radium, combined (-226 &amp; -228)",0.43 pCi/L,0.05 pCi/L,5 pCi/L
Cuba Village Public Water,Total trihalomethanes (TTHMs)†,1.47 ppb,0.15 ppb,80 ppb
Cuba Village Public Water,Barium,97.3 ppb,700 ppb,"2,000 ppb"
Cuba Village Public Water,Di(2-ethylhexyl) phthalate,0.325 ppb,3 ppb,6 ppb
Cuba Village Public Water,None,,,
Friendship Town Water District,Arsenic,1.83 ppb,0.004 ppb,10 ppb
Friendship Town Water District,Bromodichloromethane,4.49 ppb,0.06 ppb,
Friendship Town Water District,Bromoform,1.13 ppb,0.5 ppb,
Friendship Town Water District,Chloroform,6.99 ppb,0.4 ppb,
Friendship Town Water District,Dibromoacetic acid,1.45 ppb,0.04 ppb,
Friendship Town Water District,Dibromochloromethane,4.54 ppb,0.1 ppb,
Friendship Town Water District,Dichloroacetic acid,1.70 ppb,0.2 ppb,
Friendship Town Water District,Haloacetic acids (HAA5)†,1.93 ppb,0.1 ppb,60 ppb
Friendship Town Water District,Total trihalomethanes (TTHMs)†,7.63 ppb,0.15 ppb,80 ppb
Friendship Town Water District,Trichloroacetic acid,1.000 ppb,0.1 ppb,
Friendship Town Water District,Antimony,0.250 ppb,1 ppb,6 ppb
Friendship Town Water District,Barium,152.0 ppb,700 ppb,"2,000 ppb"
Friendship Town Water District,Fluoride,0.0500 ppm,,4 ppm
Friendship Town Water District,Nitrate,0.0905 ppm,0.14 ppm,10 ppm
Friendship Town Water District,Nitrate and nitrite,0.0440 ppm,0.14 ppm,10 ppm
Friendship Town Water District,Nitrite,0.00200 ppm,,1 ppm
Friendship Town Water District,None,,,
Genesee Heights Mobile Home Park,"Radium, combined (-226 &amp; -228)",1.37 pCi/L,0.05 pCi/L,5 pCi/L
Genesee Heights Mobile Home Park,Barium,23.0 ppb,700 ppb,"2,000 ppb"
Genesee Heights Mobile Home Park,Fluoride,0.120 ppm,,4 ppm
Genesee Heights Mobile Home Park,Nitrate,0.262 ppm,0.14 ppm,10 ppm
Genesee Heights Mobile Home Park,None,,,
Houghton Water District,Arsenic,6.58 ppb,0.004 ppb,10 ppb
Houghton Water District,Bromodichloromethane,5.55 ppb,0.06 ppb,
Houghton Water District,Bromoform,10.8 ppb,0.5 ppb,
Houghton Water District,Chloroform,2.30 ppb,0.4 ppb,
Houghton Water District,Dibromoacetic acid,3.60 ppb,0.04 ppb,
Houghton Water District,Dibromochloromethane,10.5 ppb,0.1 ppb,
Houghton Water District,Dichloroacetic acid,1.30 ppb,0.2 ppb,
Houghton Water District,Haloacetic acids (HAA5)†,6.59 ppb,0.1 ppb,60 ppb
Houghton Water District,"Radium, combined (-226 &amp; -228)",0.95 pCi/L,0.05 pCi/L,5 pCi/L
Houghton Water District,Total trihalomethanes (TTHMs)†,35.1 ppb,0.15 ppb,80 ppb
Houghton Water District,"1,1,1-Trichloroethane",0.0625 ppb,,200 ppb
Houghton Water District,Barium,432.5 ppb,700 ppb,"2,000 ppb"
Houghton Water District,Bromomethane,0.243 ppb,,
Houghton Water District,Chloroethane,0.407 ppb,,
Houghton Water District,Chloromethane,1.72 ppb,2.69 ppb,
Houghton Water District,Fluoride,0.150 ppm,,4 ppm
Houghton Water District,n-Propylbenzene,0.0625 ppb,,
Houghton Water District,Nitrate,0.0110 ppm,0.14 ppm,10 ppm
Houghton Water District,Nitrate and nitrite,0.0128 ppm,0.14 ppm,10 ppm
Houghton Water District,Nitrite,0.00350 ppm,,1 ppm
Houghton Water District,Styrene,0.0625 ppb,0.5 ppb,100 ppb
Houghton Water District,Xylenes (total),0.0357 ppb,"1,800 ppb","10,000 ppb"
Houghton Water District,None,,,
Scio Water District,Haloacetic acids (HAA5)†,3.42 ppb,0.1 ppb,60 ppb
Scio Water District,Total trihalomethanes (TTHMs)†,14.4 ppb,0.15 ppb,80 ppb
Scio Water District,Barium,44.0 ppb,700 ppb,"2,000 ppb"
Scio Water District,Chromium (total),1.20 ppb,,100 ppb
Scio Water District,Cyanide,3.65 ppb,,200 ppb
Scio Water District,Di(2-ethylhexyl) phthalate,0.337 ppb,3 ppb,6 ppb
Scio Water District,Fluoride,0.794 ppm,,4 ppm
Scio Water District,Nitrate,0.140 ppm,0.14 ppm,10 ppm
Scio Water District,None,,,
Stannards Water Inc.,Haloacetic acids (HAA5)†,1.23 ppb,0.1 ppb,60 ppb
Stannards Water Inc.,Total trihalomethanes (TTHMs)†,5.94 ppb,0.15 ppb,80 ppb
Stannards Water Inc.,Barium,60.5 ppb,700 ppb,"2,000 ppb"
Stannards Water Inc.,Nitrate,0.0404 ppm,0.14 ppm,10 ppm
Stannards Water Inc.,Nitrate and nitrite,0.0271 ppm,0.14 ppm,10 ppm
Stannards Water Inc.,None,,,
Val-e-vue Court,Arsenic,10.3 ppb,0.004 ppb,10 ppb
Val-e-vue Court,Barium,150.0 ppb,700 ppb,"2,000 ppb"
Val-e-vue Court,Chromium (total),3.90 ppb,,100 ppb
Val-e-vue Court,Fluoride,0.110 ppm,,4 ppm
Val-e-vue Court,None,,,
Whitesville Water District,Bromodichloromethane,4.00 ppb,0.06 ppb,
Whitesville Water District,Bromoform,10.00 ppb,0.5 ppb,
Whitesville Water District,Chloroform,1.000 ppb,0.4 ppb,
Whitesville Water District,Dibromoacetic acid,4.30 ppb,0.04 ppb,
Whitesville Water District,Dibromochloromethane,9.50 ppb,0.1 ppb,
Whitesville Water District,Haloacetic acids (HAA5)†,4.33 ppb,0.1 ppb,60 ppb
Whitesville Water District,Nitrate,0.902 ppm,0.14 ppm,10 ppm
Whitesville Water District,"Radium, combined (-226 &amp; -228)",0.80 pCi/L,0.05 pCi/L,5 pCi/L
Whitesville Water District,Total trihalomethanes (TTHMs)†,29.2 ppb,0.15 ppb,80 ppb
Whitesville Water District,Barium,126.5 ppb,700 ppb,"2,000 ppb"
Whitesville Water District,None,,,
Grand Island Town Water Department,Arsenic,0.129 ppb,0.004 ppb,10 ppb
Grand Island Town Water Department,Bromodichloromethane,9.26 ppb,0.06 ppb,
Grand Island Town Water Department,Chloroform,17.8 ppb,0.4 ppb,
Grand Island Town Water Department,Chromium (hexavalent),0.0698 ppb,0.02 ppb,
Grand Island Town Water Department,Dibromoacetic acid,0.544 ppb,0.04 ppb,
Grand Island Town Water Department,Dibromochloromethane,3.90 ppb,0.1 ppb,
Grand Island Town Water Department,Dichloroacetic acid,5.19 ppb,0.2 ppb,
Grand Island Town Water Department,Haloacetic acids (HAA5)†,12.8 ppb,0.1 ppb,60 ppb
Grand Island Town Water Department,Haloacetic acids (HAA9)†,15.7 ppb,0.06 ppb,
Grand Island Town Water Department,"Radium, combined (-226 &amp; -228)",0.35 pCi/L,0.05 pCi/L,5 pCi/L
Grand Island Town Water Department,Total trihalomethanes (TTHMs)†,31.0 ppb,0.15 ppb,80 ppb
Grand Island Town Water Department,Trichloroacetic acid,6.23 ppb,0.1 ppb,
Grand Island Town Water Department,Barium,21.6 ppb,700 ppb,"2,000 ppb"
Grand Island Town Water Department,Bromoform,0.0731 ppb,0.5 ppb,
Grand Island Town Water Department,Chromium (total),0.0814 ppb,,100 ppb
Grand Island Town Water Department,Fluoride,0.520 ppm,,4 ppm
Grand Island Town Water Department,Manganese,1.04 ppb,100 ppb,
Grand Island Town Water Department,Molybdenum,1.19 ppb,40 ppb,
Grand Island Town Water Department,Monobromoacetic acid,0.349 ppb,25 ppb,
Grand Island Town Water Department,Monochloroacetic acid,0.518 ppb,53 ppb,
Grand Island Town Water Department,Nitrate,0.0715 ppm,0.14 ppm,10 ppm
Grand Island Town Water Department,Nitrate and nitrite,0.127 ppm,0.14 ppm,10 ppm
Grand Island Town Water Department,Strontium,0.164 ppb,"1,500 ppb",
Grand Island Town Water Department,Vanadium,0.0688 ppb,21 ppb,
Grand Island Town Water Department,None,,,
Cowlesville Water District,Arsenic*,0.152 ppb,0.004 ppb,10 ppb
Cowlesville Water District,Bromodichloromethane,12.3 ppb,0.06 ppb,
Cowlesville Water District,Chloroform,52.0 ppb,0.4 ppb,
Cowlesville Water District,Chromium (hexavalent)*,0.0988 ppb,0.02 ppb,
Cowlesville Water District,Dibromoacetic acid*,0.767 ppb,0.04 ppb,
Cowlesville Water District,Dibromochloromethane,9.53 ppb,0.1 ppb,
Cowlesville Water District,Dichloroacetic acid,1.47 ppb,0.2 ppb,
Cowlesville Water District,Haloacetic acids (HAA5)†,7.96 ppb,0.1 ppb,60 ppb
Cowlesville Water District,Haloacetic acids (HAA9)*†,27.6 ppb,0.06 ppb,
Cowlesville Water District,Total trihalomethanes (TTHMs)†,71.4 ppb,0.15 ppb,80 ppb
Cowlesville Water District,Trichloroacetic acid,0.700 ppb,0.1 ppb,
Cowlesville Water District,Antimony*,0.0583 ppb,1 ppb,6 ppb
Cowlesville Water District,Atrazine*,0.00700 ppb,0.1 ppb,3 ppb
Cowlesville Water District,Barium*,20.6 ppb,700 ppb,"2,000 ppb"
Cowlesville Water District,Bromoform,0.517 ppb,0.5 ppb,
Cowlesville Water District,Chlorate*,96.8 ppb,210 ppb,
Cowlesville Water District,Chromium (total)*,0.0214 ppb,,100 ppb
Cowlesville Water District,Fluoride*,0.328 ppm,,4 ppm
Cowlesville Water District,Manganese*,2.76 ppb,100 ppb,
Cowlesville Water District,Molybdenum*,0.994 ppb,40 ppb,
Cowlesville Water District,Monobromoacetic acid*,0.0737 ppb,25 ppb,
Cowlesville Water District,Monochloroacetic acid*,0.388 ppb,53 ppb,
Cowlesville Water District,Nitrate*,0.182 ppm,0.14 ppm,10 ppm
Cowlesville Water District,Strontium*,0.161 ppb,"1,500 ppb",
Cowlesville Water District,Vanadium*,0.0625 ppb,21 ppb,
Cowlesville Water District,None,,,
Gardeau Water District,"1,2,3-Trichloropropane*",0.125 ppb,0.0007 ppb,
Gardeau Water District,Arsenic*,0.700 ppb,0.004 ppb,10 ppb
Gardeau Water District,Bromodichloromethane,9.73 ppb,0.06 ppb,
Gardeau Water District,Cadmium*,0.500 ppb,0.04 ppb,5 ppb
Gardeau Water District,Chloroform,65.1 ppb,0.4 ppb,
Gardeau Water District,Dibromochloromethane,0.710 ppb,0.1 ppb,
Gardeau Water District,Dichloroacetic acid,18.4 ppb,0.2 ppb,
Gardeau Water District,Haloacetic acids (HAA5)†,45.1 ppb,0.1 ppb,60 ppb
Gardeau Water District,Nitrate*,0.505 ppm,0.14 ppm,10 ppm
Gardeau Water District,Nitrate and nitrite*,0.614 ppm,0.14 ppm,10 ppm
Gardeau Water District,"Radium, combined (-226 &amp; -228)*",2.37 pCi/L,0.05 pCi/L,5 pCi/L
Gardeau Water District,Tetrachloroethylene (perchloroethylene)*,0.125 ppb,0.06 ppb,5 ppb
Gardeau Water District,Thallium*,0.500 ppb,0.1 ppb,2 ppb
Gardeau Water District,Total trihalomethanes (TTHMs)†,75.8 ppb,0.15 ppb,80 ppb
Gardeau Water District,Trichloroacetic acid,22.8 ppb,0.1 ppb,
Gardeau Water District,Vinyl chloride*,0.125 ppb,0.05 ppb,2 ppb
Gardeau Water District,"1,1,1,2-Tetrachloroethane*",0.125 ppb,1 ppb,
Gardeau Water District,"1,1,1-Trichloroethane*",0.125 ppb,,200 ppb
Gardeau Water District,"1,1,2,2-Tetrachloroethane*",0.125 ppb,0.1 ppb,
Gardeau Water District,"1,1,2-Trichloroethane*",0.125 ppb,0.3 ppb,5 ppb
Gardeau Water District,"1,1-Dichloroethane*",0.125 ppb,3 ppb,
Gardeau Water District,"1,1-Dichloroethylene*",0.125 ppb,,7 ppb
Gardeau Water District,"1,1-Dichloropropene*",0.125 ppb,,
Gardeau Water District,"1,2,3-Trichlorobenzene*",0.125 ppb,,
Gardeau Water District,"1,2,4-Trichlorobenzene*",0.125 ppb,5 ppb,70 ppb
Gardeau Water District,"1,2,4-Trimethylbenzene*",0.125 ppb,,
Gardeau Water District,"1,2-Dichloroethane*",0.125 ppb,0.4 ppb,5 ppb
Gardeau Water District,"1,2-Dichloropropane*",0.125 ppb,0.5 ppb,5 ppb
Gardeau Water District,"1,3,5-Trimethylbenzene*",0.125 ppb,,
Gardeau Water District,"1,3-Dichloropropane*",0.125 ppb,,
Gardeau Water District,"2,2-Dichloropropane*",0.125 ppb,,
Gardeau Water District,Antimony*,0.500 ppb,1 ppb,6 ppb
Gardeau Water District,Barium*,21.7 ppb,700 ppb,"2,000 ppb"
Gardeau Water District,Benzene*,0.125 ppb,0.15 ppb,5 ppb
Gardeau Water District,Beryllium*,0.500 ppb,1 ppb,4 ppb
Gardeau Water District,Bromobenzene*,0.125 ppb,,
Gardeau Water District,Bromochloromethane*,0.125 ppb,,
Gardeau Water District,Bromoform,0.0313 ppb,0.5 ppb,
Gardeau Water District,Bromomethane*,0.125 ppb,,
Gardeau Water District,Carbon tetrachloride*,0.125 ppb,0.1 ppb,5 ppb
Gardeau Water District,Chloroethane*,0.125 ppb,,
Gardeau Water District,Chloromethane*,0.125 ppb,2.69 ppb,
Gardeau Water District,Chromium (total)*,1.000 ppb,,100 ppb
Gardeau Water District,"cis-1,2-Dichloroethylene*",0.125 ppb,,70 ppb
Gardeau Water District,"cis-1,3-Dichloropropene*",0.125 ppb,,
Gardeau Water District,Cyanide*,5.00 ppb,,200 ppb
Gardeau Water District,Dalapon*,0.467 ppb,,200 ppb
Gardeau Water District,Dibromoacetic acid*,0.0316 ppb,0.04 ppb,
Gardeau Water District,Dibromomethane*,0.125 ppb,,
Gardeau Water District,Dichlorodifluoromethane*,0.125 ppb,,
Gardeau Water District,Dichloromethane (methylene chloride)*,0.125 ppb,4 ppb,5 ppb
Gardeau Water District,Fluoride*,0.669 ppm,,4 ppm
Gardeau Water District,Hexachlorobutadiene*,0.125 ppb,,
Gardeau Water District,Isopropylbenzene*,0.125 ppb,,
Gardeau Water District,m-Dichlorobenzene*,0.125 ppb,,
Gardeau Water District,Mercury (inorganic)*,0.1000 ppb,1.2 ppb,2 ppb
Gardeau Water District,Monobromoacetic acid,0.530 ppb,25 ppb,
Gardeau Water District,Monochloroacetic acid,3.09 ppb,53 ppb,
Gardeau Water District,Monochlorobenzene (chlorobenzene)*,0.125 ppb,70 ppb,100 ppb
Gardeau Water District,MTBE*,0.125 ppb,13 ppb,
Gardeau Water District,n-Butylbenzene*,0.125 ppb,,
Gardeau Water District,n-Propylbenzene*,0.125 ppb,,
Gardeau Water District,Nitrite*,0.00333 ppm,,1 ppm
Gardeau Water District,o-Chlorotoluene*,0.125 ppb,,
Gardeau Water District,o-Dichlorobenzene*,0.125 ppb,600 ppb,600 ppb
Gardeau Water District,p-Chlorotoluene*,0.125 ppb,,
Gardeau Water District,p-Dichlorobenzene*,0.125 ppb,6 ppb,75 ppb
Gardeau Water District,p-Isopropyltoluene*,0.167 ppb,,
Gardeau Water District,sec-Butylbenzene*,0.125 ppb,,
Gardeau Water District,Selenium*,1.000 ppb,30 ppb,50 ppb
Gardeau Water District,Styrene*,0.125 ppb,0.5 ppb,100 ppb
Gardeau Water District,tert-Butylbenzene*,0.125 ppb,,
Gardeau Water District,Toluene*,0.146 ppb,150 ppb,"1,000 ppb"
Gardeau Water District,"trans-1,2-Dichloroethylene*",0.125 ppb,60 ppb,100 ppb
Gardeau Water District,"trans-1,3-Dichloropropene*",0.125 ppb,,
Gardeau Water District,Trichloroethylene*,0.125 ppb,0.4 ppb,5 ppb
Gardeau Water District,Trichlorofluoromethane*,0.125 ppb,"1,300 ppb",
Gardeau Water District,Xylenes (total)*,0.375 ppb,"1,800 ppb","10,000 ppb"
Gardeau Water District,None,,,
Highland Glens Subdivision,Bromodichloromethane,4.30 ppb,0.06 ppb,
Highland Glens Subdivision,Bromoform,6.60 ppb,0.5 ppb,
Highland Glens Subdivision,Chloroform,1.57 ppb,0.4 ppb,
Highland Glens Subdivision,Dibromoacetic acid,7.70 ppb,0.04 ppb,
Highland Glens Subdivision,Dibromochloromethane,5.40 ppb,0.1 ppb,
Highland Glens Subdivision,Dichloroacetic acid,3.40 ppb,0.2 ppb,
Highland Glens Subdivision,Haloacetic acids (HAA5)†,15.0 ppb,0.1 ppb,60 ppb
Highland Glens Subdivision,Total trihalomethanes (TTHMs)†,17.8 ppb,0.15 ppb,80 ppb
Highland Glens Subdivision,Trichloroacetic acid,2.30 ppb,0.1 ppb,
Highland Glens Subdivision,Barium,154.5 ppb,700 ppb,"2,000 ppb"
Highland Glens Subdivision,Bromomethane,0.1000 ppb,,
Highland Glens Subdivision,Fluoride,0.200 ppm,,4 ppm
Highland Glens Subdivision,Monobromoacetic acid,1.60 ppb,25 ppb,
Highland Glens Subdivision,Nitrate,0.0274 ppm,0.14 ppm,10 ppm
Highland Glens Subdivision,None,,,
Pike Town,Bromodichloromethane,0.390 ppb,0.06 ppb,
Pike Town,Dibromochloromethane,0.670 ppb,0.1 ppb,
Pike Town,Haloacetic acids (HAA5)†,0.645 ppb,0.1 ppb,60 ppb
Pike Town,Nitrate,0.886 ppm,0.14 ppm,10 ppm
Pike Town,Nitrate and nitrite,0.931 ppm,0.14 ppm,10 ppm
Pike Town,Total trihalomethanes (TTHMs)†,1.06 ppb,0.15 ppb,80 ppb
Pike Town,Trichloroacetic acid,0.645 ppb,0.1 ppb,
Pike Town,None,,,
Silver Lake Institute - Castile Water District #1,"1,2,3-Trichloropropane*",0.125 ppb,0.0007 ppb,
Silver Lake Institute - Castile Water District #1,Arsenic*,0.700 ppb,0.004 ppb,10 ppb
Silver Lake Institute - Castile Water District #1,Bromodichloromethane,10.8 ppb,0.06 ppb,
Silver Lake Institute - Castile Water District #1,Cadmium*,0.500 ppb,0.04 ppb,5 ppb
Silver Lake Institute - Castile Water District #1,Chloroform,71.1 ppb,0.4 ppb,
Silver Lake Institute - Castile Water District #1,Dibromochloromethane,0.879 ppb,0.1 ppb,
Silver Lake Institute - Castile Water District #1,Dichloroacetic acid,20.0 ppb,0.2 ppb,
Silver Lake Institute - Castile Water District #1,Haloacetic acids (HAA5)†,49.3 ppb,0.1 ppb,60 ppb
Silver Lake Institute - Castile Water District #1,Nitrate*,0.505 ppm,0.14 ppm,10 ppm
Silver Lake Institute - Castile Water District #1,Nitrate and nitrite*,0.614 ppm,0.14 ppm,10 ppm
Silver Lake Institute - Castile Water District #1,"Radium, combined (-226 &amp; -228)*",2.37 pCi/L,0.05 pCi/L,5 pCi/L
Silver Lake Institute - Castile Water District #1,Tetrachloroethylene (perchloroethylene)*,0.125 ppb,0.06 ppb,5 ppb
Silver Lake Institute - Castile Water District #1,Thallium*,0.500 ppb,0.1 ppb,2 ppb
Silver Lake Institute - Castile Water District #1,Total trihalomethanes (TTHMs)†,82.4 ppb,0.15 ppb,80 ppb
Silver Lake Institute - Castile Water District #1,Trichloroacetic acid,26.5 ppb,0.1 ppb,
Silver Lake Institute - Castile Water District #1,Vinyl chloride*,0.125 ppb,0.05 ppb,2 ppb
Silver Lake Institute - Castile Water District #1,"1,1,1,2-Tetrachloroethane*",0.125 ppb,1 ppb,
Silver Lake Institute - Castile Water District #1,"1,1,1-Trichloroethane*",0.125 ppb,,200 ppb
Silver Lake Institute - Castile Water District #1,"1,1,2,2-Tetrachloroethane*",0.125 ppb,0.1 ppb,
Silver Lake Institute - Castile Water District #1,"1,1,2-Trichloroethane*",0.125 ppb,0.3 ppb,5 ppb
Silver Lake Institute - Castile Water District #1,"1,1-Dichloroethane*",0.125 ppb,3 ppb,
Silver Lake Institute - Castile Water District #1,"1,1-Dichloroethylene*",0.125 ppb,,7 ppb
Silver Lake Institute - Castile Water District #1,"1,1-Dichloropropene*",0.125 ppb,,
Silver Lake Institute - Castile Water District #1,"1,2,3-Trichlorobenzene*",0.125 ppb,,
Silver Lake Institute - Castile Water District #1,"1,2,4-Trichlorobenzene*",0.125 ppb,5 ppb,70 ppb
Silver Lake Institute - Castile Water District #1,"1,2,4-Trimethylbenzene*",0.125 ppb,,
Silver Lake Institute - Castile Water District #1,"1,2-Dichloroethane*",0.125 ppb,0.4 ppb,5 ppb
Silver Lake Institute - Castile Water District #1,"1,2-Dichloropropane*",0.125 ppb,0.5 ppb,5 ppb
Silver Lake Institute - Castile Water District #1,"1,3,5-Trimethylbenzene*",0.125 ppb,,
Silver Lake Institute - Castile Water District #1,"1,3-Dichloropropane*",0.125 ppb,,
Silver Lake Institute - Castile Water District #1,"2,2-Dichloropropane*",0.125 ppb,,
Silver Lake Institute - Castile Water District #1,Antimony*,0.500 ppb,1 ppb,6 ppb
Silver Lake Institute - Castile Water District #1,Barium*,21.7 ppb,700 ppb,"2,000 ppb"
Silver Lake Institute - Castile Water District #1,Benzene*,0.125 ppb,0.15 ppb,5 ppb
Silver Lake Institute - Castile Water District #1,Beryllium*,0.500 ppb,1 ppb,4 ppb
Silver Lake Institute - Castile Water District #1,Bromobenzene*,0.125 ppb,,
Silver Lake Institute - Castile Water District #1,Bromochloromethane*,0.125 ppb,,
Silver Lake Institute - Castile Water District #1,Bromoform,0.0357 ppb,0.5 ppb,
Silver Lake Institute - Castile Water District #1,Bromomethane*,0.125 ppb,,
Silver Lake Institute - Castile Water District #1,Carbon tetrachloride*,0.125 ppb,0.1 ppb,5 ppb
Silver Lake Institute - Castile Water District #1,Chloroethane*,0.125 ppb,,
